Installs,Size Num
"10,000+",1400
"100,000+",948
"1,000+",5000
100+,2200
10-,688
"1,000+",2200
"10,000+",2500
10+,7300
10+,90000
"1,000+",3100
"10,000+",811
"5,000+",4000
"10,000+",4100
"50,000+",2800
"100,000+",16000
10-,4300
"10,000+",3800
"1,000+",270
"1,000,000+",3700
"5,000+",3000
"1,000+",2300
"100,000+",3800
"100,000+",2700
500+,2200
"1,000+",28000
"10,000+",1500
"10,000+",5500
10+,4000
"50,000+",48
"100,000+",7700
100+,26000
50+,8600
"1,000+",4300
100+,17000
"1,000+",3800
"1,000+",15000
50+,3400
"10,000+",5000
"1,000+",2300
100+,1600
"10,000+",2700
100+,8100
500+,3800
10+,6300
"50,000+",7400
50+,12000
100+,7900
100+,5400
10+,4000
500+,3100
500+,5500
100+,8400
"1,000+",3900
"10,000+",329
100+,3000
"1,000+",4200
100+,3800
10+,5300
10-,6000
"1,000+",4300
10-,30000
10+,4600
100+,17000
"100,000+",14000
"50,000+",39000
"10,000+",13000
"10,000+",35000
"5,000+",6900
"100,000+",14000
"50,000+",23000
"100,000+",15000
"5,000+",11000
"10,000+",14000
"50,000+",14000
"50,000+",17000
"1,000+",17000
"10,000+",9800
"1,000+",15000
100+,4400
"1,000+",43000
100+,19000
"1,000+",36000
500+,9400
"10,000+",29000
500+,10000
50+,23000
100+,10000
"5,000+",33000
100+,20000
100+,33000
500+,14000
"1,000+",2300
50+,54000
100+,2500
500+,4300
100+,11000
50+,15000
10-,1600
"50,000+",2000
"10,000+",31000
10-,3600
"10,000+",3700
"5,000+",14000
"1,000+",6600
100+,5100
"1,000+",4600
100+,5300
"1,000,000+",6800
"10,000,000+",53000
100+,7500
"10,000+",23000
"50,000+",1500
"1,000+",2400
50+,25000
"1,000+",30000
100+,13000
"100,000+",6500
100+,4400
"1,000+",23000
"10,000+",5000
500+,16000
"1,000+",7400
10+,1100
50+,1100
100+,38000
"1,000+",523
10+,118
50+,18000
"100,000+",16000
"1,000,000+",61000
10-,56000
"1,000,000+",3100
"100,000+",12000
"10,000+",6000
100+,4000
"10,000+",30000
"1,000,000+",17000
"1,000,000+",51000
"1,000+",31000
"100,000+",42000
"1,000,000+",99000
"500,000+",6400
"500,000+",22000
"50,000+",63000
"100,000+",11000
"1,000,000+",99000
"1,000,000+",21000
"1,000,000+",14000
"100,000+",46000
"50,000+",18000
"1,000,000+",61000
"10,000,000+",99000
"10,000+",31000
"10,000,000+",26000
"1,000,000+",26000
"100,000+",7000
"10,000+",3300
100+,3900
"1,000+",8700
100+,62000
"1,000+",3500
"100,000+",6400
100+,921
"500,000+",7100
100+,874
"5,000+",2300
"5,000,000+",55000
"10,000+",41000
"1,000,000+",52000
"1,000,000+",32000
"10,000,000+",13000
"50,000+",44000
"10,000+",3400
"500,000+",94000
"5,000,000+",23000
"500,000+",48000
"1,000,000+",26000
"500,000+",19000
"1,000,000+",44000
"100,000+",33000
"5,000,000+",35000
"10,000,000+",65000
"5,000,000+",9200
"5,000,000+",23000
"500,000+",48000
"500,000+",37000
"10,000,000+",20000
"100,000+",4800
"10,000,000+",5700
"100,000+",29000
"100,000+",42000
"10,000,000+",48000
"10,000,000+",3700
"10,000+",61000
"1,000,000+",66000
"100,000+",82000
"5,000,000+",1600
"10,000+",1800
50+,85000
100+,981
100+,12000
10+,4500
"10,000+",14000
100+,15000
"1,000+",3800
"10,000+",784
10+,7700
10+,13000
100+,1500
50+,13000
"5,000+",7100
"10,000+",3200
"500,000+",21000
"1,000,000+",23000
"5,000+",27000
10+,19000
"1,000,000+",45000
"1,000,000+",15000
10+,13000
"10,000,000+",33000
"10,000+",2100
"50,000+",16000
"5,000+",3300
"1,000,000+",20000
"1,000+",5200
"5,000,000+",8700
"10,000,000+",99000
"1,000,000+",77000
"1,000+",3800
"50,000+",6000
100+,5000
"1,000,000+",55000
100+,5300
"1,000,000+",37000
500+,2300
"1,000+",12000
"1,000,000+",50000
"1,000+",280
"1,000,000+",31000
10-,19000
"10,000,000+",69000
10+,25000
"1,000,000+",38000
"1,000,000+",26000
50+,13000
100+,6800
10-,4100
"1,000,000+",48000
"5,000,000+",68000
"1,000,000+",45000
100+,9300
"100,000+",44000
"1,000,000+",41000
"50,000+",65000
"1,000+",4400
"1,000,000+",46000
"500,000+",23000
"1,000,000+",30000
"10,000+",28000
"1,000,000+",47000
"5,000,000+",59000
"500,000+",1600
"500,000+",14000
"1,000,000+",43000
"1,000+",4100
"50,000+",3800
"5,000+",47000
"500,000+",24000
"10,000+",31000
"100,000+",2700
"100,000+",7300
"500,000+",59000
"1,000,000+",48000
"100,000+",1300
"1,000,000+",12000
"50,000+",5000
"100,000+",6600
"1,000,000+",55000
"10,000+",2800
"10,000+",10000
500+,30000
"10,000+",3700
"10,000+",18000
"50,000,000+",7400
100+,17000
50+,1300
"5,000+",3700
"5,000+",26000
"5,000+",5000
500+,3300
"1,000+",3900
10+,29000
"1,000+",5600
"10,000+",3000
10+,1800
100+,5800
10+,5700
500+,2600
"1,000+",38000
500+,6200
100+,11000
"1,000+",1500
"10,000,000+",62000
"1,000+",4000
"50,000+",3100
"10,000,000+",56000
"1,000,000+",30000
"1,000,000+",1900
"1,000+",2000
"1,000+",4500
"5,000+",4300
"1,000,000+",9900
100+,2000
500+,2300
10-,29000
"1,000,000+",99000
"1,000+",5100
"1,000,000+",2700
100+,64000
"5,000,000+",49000
"10,000,000+",79000
"1,000,000+",47000
"100,000+",25000
"10,000+",49000
"100,000+",36000
"100,000+",22000
"100,000+",7000
"100,000+",60000
"500,000+",13000
"50,000+",3200
"1,000,000+",31000
"1,000+",50000
"1,000,000+",60000
"1,000,000+",16000
"100,000+",25000
"10,000+",3600
"100,000+",3500
"5,000,000+",12000
"10,000+",33000
"100,000+",24000
"1,000,000+",4100
"10,000,000+",49000
"100,000+",3200
"5,000,000+",73000
"100,000+",22000
"10,000+",4400
"100,000+",32000
"100,000+",63000
"1,000,000+",15000
"5,000,000+",16000
"10,000,000+",6400
"100,000+",25000
"5,000,000+",52000
"500,000+",21000
"500,000+",2300
"500,000+",15000
"1,000,000+",6800
"100,000+",40000
"500,000+",88000
"500,000+",59000
"1,000+",24
"5,000,000+",46000
"500,000+",39000
"1,000,000+",6900
"1,000,000+",14000
"500,000+",52000
"5,000+",14000
"100,000+",37000
"500,000+",24000
"100,000+",28000
"500,000+",4400
"50,000,000+",52000
"1,000,000+",51000
"10,000,000+",76000
"500,000+",4400
"5,000,000+",26000
"100,000+",67000
"500,000+",46000
"500,000+",78000
"100,000+",33000
"10,000,000+",26000
"100,000+",60000
"1,000+",3000
"10,000,000+",90000
"10,000,000+",28000
"5,000,000+",60000
"10,000,000+",40000
"1,000,000+",25000
"1,000,000+",41000
"1,000,000+",13000
"1,000,000+",42000
"100,000+",35000
"10,000,000+",18000
"500,000+",53000
"10,000,000+",31000
"10,000,000+",4300
"1,000,000+",11000
"5,000,000+",8500
"10,000,000+",21000
"5,000,000+",43000
"1,000,000+",10000
"1,000,000+",3400
"50,000,000+",15000
"10,000,000+",7100
"5,000,000+",11000
"10,000+",1500
"1,000+",21000
"10,000+",34000
10+,11000
"1,000+",8900
100+,19000
10+,4200
100+,1100
10+,11000
50+,14000
10+,30000
"1,000+",24000
10+,518
10+,6300
"10,000+",41000
10+,18000
50+,5200
10-,6700
50+,3100
10+,2000
"1,000,000+",36000
"5,000,000+",60000
100+,74000
100+,11000
"10,000,000+",92000
100+,83000
"10,000,000+",54000
"500,000+",42000
100+,23000
"1,000,000+",31000
"1,000,000+",98000
"1,000,000+",69000
500+,754
"50,000,000+",37000
"1,000,000+",20000
"10,000,000+",77000
"1,000,000+",73000
"10,000,000+",33000
"1,000,000+",2700
"500,000+",57000
"1,000,000+",83000
"1,000,000+",73000
"50,000+",44000
100+,2800
100+,13000
100+,2100
500+,28000
"50,000+",2300
100+,892
"1,000+",70000
10+,2300
100+,20000
100+,8800
"1,000+",24000
100+,21000
100+,15000
50+,154
"5,000+",21000
100+,4800
"500,000+",20000
"1,000,000+",31000
"100,000+",16000
500+,12000
"1,000+",27000
10+,6300
10+,11000
50+,2000
100+,1500
500+,20000
"500,000+",39000
10-,3200
"10,000+",27000
"100,000+",7200
500+,23000
"1,000,000+",47000
"1,000+",31000
"10,000+",21000
100+,34000
100+,5300
"100,000+",37000
"10,000,000+",5700
10+,10000
"10,000,000+",52000
"10,000+",69000
"1,000,000+",56000
"100,000+",53000
"1,000,000+",62000
"100,000+",76000
"100,000+",71000
"10,000,000+",72000
500+,28000
"5,000+",2800
"1,000,000+",51000
"100,000+",28000
"100,000+",40000
"50,000+",27000
"500,000+",37000
"10,000+",46000
"500,000+",50000
"10,000+",49000
"50,000+",58000
"1,000+",41000
"10,000+",73000
"1,000+",33000
"100,000+",46000
"1,000+",19000
"10,000+",32000
"5,000+",30000
"1,000+",92000
"5,000+",55000
"500,000+",45000
"1,000,000+",47000
"100,000+",85000
"500,000+",48000
"100,000+",77000
"500,000+",30000
10+,28000
"50,000+",35000
"5,000+",5800
"5,000+",39000
"1,000+",25000
"10,000+",32000
500+,8900
"100,000+",84000
"100,000+",60000
"1,000+",5300
"50,000+",39000
"1,000+",20000
"1,000+",20000
"5,000,000+",17000
"5,000+",18
500+,42000
"1,000,000+",29000
"500,000+",6600
"10,000,000+",3200
"100,000+",33
"100,000+",4400
"1,000,000+",3400
"1,000,000+",860
"1,000,000+",1200
"500,000+",1700
"100,000+",2800
"1,000,000+",364
"1,000,000+",2200
"1,000,000+",1900
"500,000+",1700
"1,000+",3000
"100,000+",387
"5,000+",2700
"50,000+",2000
"1,000+",5000
"10,000+",375
"50,000+",11000
"10,000+",626
500+,11000
"5,000+",2900
"1,000,000+",6500
"1,000+",2000
100+,4200
"10,000+",6700
"500,000+",9200
100+,4700
"10,000,000+",15000
"50,000+",161
"5,000,000+",24000
"10,000+",1700
500+,2700
"10,000,000+",5900
"100,000+",9200
"100,000+",13000
"1,000,000+",9200
"10,000+",6300
500+,3800
"5,000+",4200
"100,000+",5700
"100,000+",18000
"100,000+",9900
"50,000+",12000
"100,000+",5300
"100,000+",9900
"50,000+",63000
"100,000,000+",13000
"1,000,000+",31000
"10,000,000+",35000
"5,000,000+",61000
"10,000,000+",62000
"10,000,000+",93000
"10,000,000+",93000
"10,000,000+",79
"5,000,000+",5000
"5,000,000+",33000
"50,000,000+",8700
"5,000,000+",61000
"100,000+",6100
"50,000+",26000
"1,000+",37000
"1,000+",19000
"100,000+",2300
"50,000+",4400
"1,000+",32000
"5,000+",879
"1,000+",5300
"1,000+",17000
"1,000+",4200
100+,5300
"5,000+",3400
"10,000+",12000
"10,000+",1800
"1,000+",12000
"50,000+",2500
"10,000+",3900
"10,000+",2000
100+,7200
100+,13000
50+,20000
500+,16000
"100,000+",22000
"10,000+",3500
"1,000+",2300
"1,000+",65000
"1,000+",21000
500+,21000
500+,20000
"1,000+",12000
"50,000+",2000
"1,000+",2700
"1,000+",13000
100+,7000
100+,9400
"1,000+",11000
50+,1200
"1,000+",18000
500+,7500
10-,2600
50+,12000
10+,3100
"1,000+",39
"1,000+",4300
10+,45000
50+,15000
100+,2500
100+,5400
100+,5200
10+,1500
100+,970
10-,1400
100+,2000
"1,000+",34000
100+,2100
"10,000+",9700
"1,000+",2200
10+,1600
10+,10000
"50,000+",42000
50+,13000
10+,2700
10+,8700
100+,32000
10-,10000
"10,000+",67000
100+,17000
10-,40000
100+,21000
"5,000,000+",15000
100+,12000
10+,9700
"1,000,000+",31000
"10,000+",4000
"100,000+",8600
"50,000+",25000
"100,000+",26000
"50,000+",6400
"50,000+",88000
"1,000+",5800
"10,000+",41000
"1,000+",2500
"1,000+",6600
"5,000+",24000
"10,000+",9800
"1,000+",32000
"1,000+",72000
10+,19000
100+,8100
"1,000+",6200
100+,8400
"1,000+",19000
"1,000+",8500
100+,43000
"1,000+",23000
10-,48000
"5,000+",20000
"5,000+",5200
"1,000+",3900
"1,000,000+",52000
"1,000+",1300
"500,000+",25000
"1,000+",11000
500+,16000
"100,000+",1000
"100,000+",61000
"10,000,000+",15000
"1,000,000+",54000
"1,000+",19000
"5,000,000+",19000
"500,000+",33000
"1,000,000+",64000
"1,000,000+",72000
"100,000+",45000
"100,000+",27000
"10,000,000+",69000
500+,4900
10+,4400
"100,000+",8600
100+,13000
10-,8700
50+,12000
100+,29000
10+,5800
"1,000,000+",36000
100+,17000
10-,17000
100+,1900
"10,000+",12000
10+,7100
"10,000+",96000
"100,000+",21000
10+,6500
10+,62000
"100,000+",82000
"5,000,000+",69000
500+,22000
"10,000,000+",34000
"10,000+",63000
"100,000+",14000
"100,000+",1800
"10,000,000+",95000
"5,000+",30000
"5,000,000+",16000
"1,000,000+",4300
"10,000,000+",67000
"1,000,000+",12000
"5,000,000+",8500
"10,000,000+",48000
"1,000,000+",62000
"100,000+",95000
"5,000,000+",5200
"100,000+",23000
"500,000+",2800
"5,000,000+",13000
"50,000+",1100
"500,000+",4600
"5,000+",170
"500,000+",1100
"5,000+",1000
"5,000+",11000
"1,000+",141
"5,000+",160
"10,000+",86000
"5,000+",144
"5,000+",141
"5,000+",143
50+,6300
"1,000,000+",17000
"1,000+",7900
"100,000+",190
"1,000,000+",6000
"1,000,000+",3500
"500,000+",26000
100+,93000
"100,000+",21000
"100,000+",2300
"5,000+",64000
"50,000+",8100
500+,376
"5,000,000+",13000
"1,000+",8000
100+,29000
"5,000,000+",42000
"5,000+",19000
"100,000+",17
100+,2500
"5,000+",3600
"50,000+",3900
"10,000+",54000
"1,000+",6800
50+,38000
500+,44000
"1,000+",30000
100+,8400
"1,000+",27000
"1,000+",10000
100+,15000
10-,27000
"10,000+",5100
"1,000+",3400
"5,000+",10000
100+,19000
10-,54000
500+,3100
"1,000+",2700
100+,1700
10-,8400
500+,1200
"10,000+",19000
500+,12000
"10,000+",44000
10+,26000
"10,000,000+",99000
10-,19000
500+,18000
100+,3300
10-,30000
10+,24000
10+,4500
"1,000+",15000
50+,10000
"10,000+",18000
100+,13000
"1,000,000+",4500
"1,000,000+",3300
"10,000,000+",21000
"10,000+",10000
"100,000+",36000
"100,000+",33000
500+,4300
"1,000,000+",9600
100+,656
"500,000+",61000
"5,000,000+",14000
"50,000+",5400
"1,000,000+",1300
"500,000+",2800
"1,000,000+",47000
"10,000+",7600
"1,000+",4600
"50,000+",10000
"100,000+",4600
"100,000+",13000
"100,000+",1200
"1,000,000+",2900
"10,000+",10000
"5,000+",4800
"500,000+",36000
"1,000+",3500
"10,000+",50000
"10,000+",51
"10,000+",11000
"50,000+",29000
"1,000,000+",46000
"1,000+",46000
"100,000+",1400
"1,000,000+",1200
"5,000+",228
"50,000+",9800
"10,000+",39000
"10,000+",193
"5,000+",12000
"100,000+",192
"5,000+",57000
"1,000+",2100
"10,000+",3900
"100,000+",11000
"1,000+",2300
"50,000+",8500
"5,000+",1400
"5,000+",473
"1,000+",2400
"1,000+",3900
100+,68000
"100,000+",1600
10-,1800
"10,000,000+",4000
"1,000,000+",1500
"1,000,000+",26000
"5,000+",3000
"5,000+",71000
"1,000+",246
500+,3600
"1,000,000+",1300
"5,000,000+",24000
"5,000,000+",68000
"1,000+",1300
"1,000,000+",44000
"10,000,000+",7000
"1,000+",5400
"1,000+",7600
"1,000+",14000
"100,000,000+",71000
10+,2600
"5,000,000+",10000
"10,000,000+",48000
"10,000,000+",25000
"1,000,000+",6300
"10,000,000+",96000
"10,000,000+",10000
"10,000,000+",47000
"1,000,000+",3200
"500,000+",5800
"1,000,000+",23000
"100,000+",1100
"1,000,000+",4600
"10,000+",6300
"1,000,000+",4300
"500,000+",4800
"100,000+",4200
"50,000+",3600
"500,000+",4000
"10,000,000+",3900
"10,000+",8700
"5,000,000+",9900
500+,5100
"100,000+",1800
"100,000+",1500
"50,000+",7000
"5,000+",18000
"100,000+",3400
"100,000+",3300
"5,000+",1500
"5,000+",5100
"1,000,000+",10000
"100,000+",1600
"100,000+",3200
"5,000+",3000
"1,000+",10000
"10,000+",2800
"100,000+",2500
"10,000+",1300
50+,11000
"5,000+",15000
"100,000+",3100
"10,000+",2800
500+,3700
"10,000+",6100
"10,000+",4500
"1,000,000+",30000
"100,000+",6200
"500,000+",20000
"10,000+",38000
"10,000+",20000
"10,000+",3100
"10,000+",6400
"1,000,000+",71000
100+,11000
"50,000+",11000
"10,000+",2600
"10,000+",33000
"50,000+",21000
"100,000+",41000
"100,000,000+",12000
"100,000+",21000
"10,000+",2800
500+,3600
"1,000,000+",14000
"5,000+",29000
"10,000+",76000
"10,000+",5700
"5,000+",17000
"10,000+",28000
"1,000+",4600
500+,19000
100+,3100
"10,000+",79000
"10,000+",36000
"100,000+",17000
100+,7800
"50,000+",89000
"100,000+",49000
"1,000+",12000
"10,000+",3000
"100,000+",57000
"5,000,000+",16000
500+,13000
"50,000+",5900
"10,000+",40000
500+,14000
"100,000+",73
"10,000+",3500
"100,000+",17000
"5,000+",7900
"10,000+",19000
"100,000+",30000
"1,000+",12000
"100,000+",42000
"100,000+",7400
"10,000+",9100
"10,000+",7500
500+,4800
"100,000+",7400
"1,000+",4900
"1,000,000+",9100
10+,4200
"1,000+",2700
10-,75000
"1,000,000+",3900
"1,000+",2300
"10,000+",35000
"5,000+",3500
"500,000+",9100
"10,000+",1500
"1,000+",26000
"10,000+",7400
"1,000+",2100
"5,000+",4700
"10,000+",3400
100+,4200
"100,000+",4600
"10,000+",7100
50+,21000
"10,000+",2700
"10,000+",4400
"50,000+",14000
"1,000,000+",17000
"1,000+",9000
"5,000+",4500
"1,000+",21000
"50,000+",15000
"1,000+",21000
10+,8000
500+,11000
"100,000,000+",53000
100+,21000
10+,2900
500+,20000
100+,2900
100+,20000
"1,000+",47000
"1,000+",12000
"1,000+",12000
"1,000+",17000
100+,10000
100+,26000
100+,9200
"1,000+",9800
"10,000+",17000
"1,000+",658
500+,30000
100+,1800
"1,000+",97000
500+,2900
10+,15000
100+,5300
50+,8300
100+,20000
"1,000+",3000
100+,5600
"10,000+",7900
100+,22000
"5,000+",5000
10+,11000
"1,000+",15000
100+,7500
500+,4100
"5,000+",13000
"1,000+",12000
"1,000,000+",60000
"1,000+",25000
10+,4600
100+,1700
10+,6500
10+,36000
"10,000+",17000
50+,6500
"1,000,000+",39000
"5,000,000+",46000
"5,000,000+",52000
"1,000+",7700
"10,000,000+",30000
"10,000+",17000
"10,000,000+",39000
10+,30000
"50,000,000+",12000
"5,000,000+",45000
"10,000+",29000
"1,000,000+",48000
"1,000,000+",50000
"1,000,000+",66000
"1,000,000+",27000
"10,000,000+",51000
"500,000+",69000
"100,000+",21000
"5,000,000+",14000
"1,000,000+",19000
"500,000+",61000
"500,000+",28000
"1,000,000+",49000
"1,000,000+",94000
"500,000+",23000
"5,000,000+",94000
"10,000+",2500
"5,000+",13000
10+,34000
100+,33000
"10,000+",16000
500+,992
"1,000+",18000
500+,8100
"1,000+",15000
"1,000+",8200
"1,000+",8100
"50,000,000+",27000
"1,000+",4100
500+,20000
100+,6000
500+,17000
100+,4700
"1,000+",14000
100+,5800
10-,9900
"1,000+",9900
"1,000,000+",49000
100+,14000
500+,7600
"1,000+",7800
"5,000,000+",46000
"10,000+",29000
100+,3600
"5,000,000+",49000
"1,000+",29000
"10,000+",8200
"50,000,000+",54000
"50,000+",18000
"100,000+",56000
100+,26000
500+,3300
"1,000,000+",40000
"5,000,000+",14000
"100,000+",24000
"1,000,000+",37000
"100,000+",22000
"1,000,000+",16000
"10,000+",2000
"10,000+",3500
"100,000+",8500
"1,000,000+",253
"10,000+",957
"10,000+",420
"1,000,000+",13000
"1,000+",2400
"10,000+",3400
"1,000,000+",5100
"1,000+",9700
"500,000+",72
"1,000+",2400
"100,000+",35000
100+,3900
"5,000+",26
"50,000+",29
"500,000+",5800
"5,000+",2800
"100,000+",5800
"100,000+",2100
"10,000+",1400
"10,000+",3900
"50,000+",7500
"500,000+",58000
"10,000+",4000
"100,000+",404
10-,1000
"10,000,000+",4100
"1,000+",14000
"50,000+",2600
"50,000+",7600
"10,000+",11000
"1,000+",8000
"50,000+",2300
"500,000+",49000
"500,000+",43000
"10,000+",10000
100+,16000
"1,000+",24000
100+,6200
"10,000+",27000
"1,000+",46000
"5,000+",2400
"1,000,000+",36000
"10,000+",17000
500+,8000
"1,000+",37000
"5,000,000+",33000
100+,15000
100+,15000
100+,13000
50+,11000
"10,000+",25000
100+,16000
100+,15000
100+,15000
"1,000,000+",43000
"10,000,000+",43000
"100,000+",36000
"10,000,000+",23000
"10,000,000+",99000
"500,000+",46000
10+,20000
"1,000,000+",45000
"100,000+",2900
"50,000,000+",21000
"1,000,000+",35000
"50,000+",41000
500+,2200
100+,2500
"1,000,000+",35000
10+,1500
"10,000+",54000
"10,000,000+",44000
"1,000,000+",27000
"100,000+",8500
10+,22000
10+,26000
"1,000,000+",63000
"10,000+",20000
10+,26000
10+,3500
10-,26000
"100,000+",10000
100+,5500
10+,26000
10-,26000
50+,26000
100+,26000
50+,26000
100+,26000
10+,26000
"10,000+",2400
10-,26000
10-,26000
50+,26000
10+,26000
10+,26000
50+,26000
10+,13000
10+,26000
"50,000,000+",25000
10+,26000
10+,26000
"10,000+",15000
10-,18000
"5,000,000+",21000
10-,26000
"1,000+",17000
10+,26000
100+,12000
10-,26000
10+,26000
10+,26000
10-,26000
10+,26000
100+,2600
10+,27000
"50,000+",15000
10-,26000
"5,000,000+",17000
"100,000+",45000
"1,000+",24000
"10,000+",11000
"50,000+",3100
"10,000+",30000
"100,000+",3200
"5,000+",5600
"1,000+",7100
"10,000+",7100
"5,000+",31000
"100,000+",34000
"50,000+",9200
"10,000+",36000
"100,000+",15000
"1,000+",2000
"5,000+",6100
"5,000+",22000
"5,000+",4400
"1,000+",86000
"5,000+",13000
"1,000+",12000
500+,41000
"1,000+",8200
"1,000+",8000
"5,000+",15000
"5,000+",470
"50,000+",5300
"1,000+",9400
"100,000+",2200
500+,43000
"10,000+",226
"10,000+",20000
"1,000+",21000
"10,000+",37000
"50,000+",26000
10+,3400
100+,22000
"5,000+",7800
"5,000+",3400
500+,28000
"5,000+",7800
100+,2600
10+,3900
"10,000+",7600
"5,000+",8100
100+,9500
"1,000,000+",1800
"5,000+",16000
100+,3200
"10,000+",45000
"10,000+",14000
100+,12000
50+,49000
"100,000+",13000
"10,000+",9900
10+,3900
50+,7600
"1,000+",28000
"1,000+",12000
"1,000+",69000
"100,000+",34000
"1,000+",9200
"5,000+",5400
"10,000+",8700
"1,000+",18000
"5,000+",5700
"10,000,000+",12000
500+,15000
"10,000+",1600
"10,000+",38000
"1,000+",11000
"100,000+",14000
"10,000+",30000
"10,000+",13000
"1,000,000+",19000
"10,000+",10000
"10,000+",45000
10+,5300
10+,19000
"100,000+",7000
50+,5600
10-,11000
"1,000+",12000
100+,9200
10-,11000
10+,13000
50+,3300
10+,14000
10+,8800
10+,7300
500+,14000
10+,8500
"10,000+",3300
"1,000+",9000
"5,000+",240
10+,8200
10-,7900
10+,1600
"1,000,000+",34000
10+,2100
"1,000,000+",59000
10+,5200
50+,89
500+,3600
100+,234
"10,000+",257
"100,000+",9800
"1,000,000+",36000
"5,000,000+",20000
"1,000,000+",28000
"10,000+",3200
"10,000+",50000
"10,000,000+",41000
"100,000+",364
"1,000+",3100
100+,861
500+,1600
100+,15000
100+,17000
100+,16000
100+,15000
100+,11000
10-,16000
100+,15000
50+,19000
"1,000+",16000
10-,2800
500+,1300
50+,21000
100+,18000
100+,5200
500+,2000
10-,9700
100+,17000
"10,000,000+",4300
"1,000,000+",54000
"5,000,000+",7200
"100,000+",1400
"10,000,000+",11000
"1,000,000+",49000
"5,000+",15000
"1,000+",25000
"1,000,000+",4000
100+,16000
"100,000+",11000
"10,000,000+",40000
"10,000+",3700
"1,000,000+",24000
"50,000+",16000
"10,000,000+",8100
"10,000,000+",6300
"50,000+",60000
"5,000,000+",46000
"100,000+",467
"10,000+",1400
100+,22000
100+,157
100+,2600
"1,000+",44000
"5,000+",11000
"500,000+",39000
"10,000,000+",4400
"1,000,000+",1700
"1,000+",7900
500+,1200
100+,2000
10-,5800
"1,000+",61000
"5,000+",3800
10+,3300
"1,000+",29000
"100,000+",3300
"1,000+",44
"5,000+",26000
"1,000,000+",12000
"10,000+",3300
"10,000+",676
"5,000+",2500
"50,000+",72000
"1,000,000+",4300
"1,000+",67
"1,000+",2400
"1,000+",8000
10+,11000
"50,000+",552
10-,885
"100,000+",7000
500+,16000
"10,000+",24000
100+,12000
"100,000+",41000
"1,000+",2400
100+,3900
10+,8900
10+,36000
10-,9000
10+,24000
"100,000+",2200
"10,000+",38000
"10,000+",75000
"1,000+",50000
"10,000,000+",44000
"10,000+",11000
"50,000+",72000
"10,000,000+",84000
"10,000+",9500
"50,000+",2800
"50,000+",48000
500+,20000
"50,000+",48000
"50,000+",20000
"50,000+",38000
"1,000,000+",16000
"500,000+",78000
"1,000+",5700
"100,000+",4000
"1,000,000+",7800
"1,000,000+",46000
50+,1020
"100,000+",6800
"5,000+",12000
"1,000+",19000
"10,000+",28000
"1,000,000+",81000
"100,000+",17000
100+,15000
500+,42000
100+,4200
"50,000+",1000
"1,000,000+",24000
100+,21000
100+,3900
"1,000+",13000
"10,000+",2700
"50,000+",31000
"500,000+",4900
100+,6800
"100,000+",8000
"10,000+",1500
"5,000+",3600
"1,000+",8600
50+,2500
10+,3100
100+,2900
"10,000+",82000
100+,7700
"5,000+",13000
"10,000+",13000
"10,000+",7400
"100,000+",2300
"5,000+",9800
"100,000+",582
"1,000+",619
500+,2600
10+,9600
"5,000+",53000
100+,3600
"1,000+",9500
"10,000,000+",19000
